id,label
8668,0.9974
8183,0.9974
5914,0.0017
10032,0.0017
9308,0.0047631385
6372,0.0017
7190,0.9974
2869,0.0017
5272,0.0017
12062,0.9974
5250,0.0017
7110,0.9974
646,0.0017
10994,0.9974
3951,0.0017
4545,0.0017
6536,0.9974
9731,0.9974
8817,0.9974
1316,0.0017
2044,0.0017
5805,0.9974
6910,0.9974
8061,0.9974
2699,0.0017
11966,0.0017
11660,0.9974
7398,0.9974
3388,0.0017
1482,0.9974
5812,0.0017
11475,0.0017
5709,0.0017
8682,0.0017
8185,0.9974
10655,0.0017
5695,0.9974
9785,0.9974
138,0.9974
6932,0.9952924
6347,0.9974
5892,0.9974
9152,0.0017
3715,0.9974
5301,0.9974
609,0.0017
7417,0.9974
2337,0.0017
2903,0.0017
2411,0.0017
5486,0.0017
2445,0.9974
8721,0.9974
7457,0.9974
3459,0.9974
9589,0.9974
12004,0.0017
669,0.9974
3009,0.9974
2444,0.9974
5061,0.0017
4415,0.9974
10700,0.0017
3887,0.0017
257,0.9974
6812,0.0017
163,0.0017
9883,0.0017
4195,0.9974
8729,0.9974
11700,0.0017
6177,0.9974
1127,0.0017
9726,0.0017
11859,0.0017
5931,0.9974
6920,0.9974
4418,0.0017
5735,0.9974
148,0.0017
4238,0.9913236
2041,0.9974
10929,0.9974
1763,0.0017
3812,0.9974
4265,0.9974
4049,0.9974
9577,0.9974
7582,0.99574894
2078,0.9974
11988,0.0017
5842,0.0017
238,0.9974
5874,0.9974
4996,0.9974
11181,0.9974
7514,0.9974
2776,0.9974
5362,0.0017
8417,0.0017
1253,0.9974
3816,0.9974
12146,0.9974
10174,0.0017
6106,0.9974
38,0.0017
1830,0.0017
4894,0.9974
3946,0.9974
7527,0.0017
7087,0.0017
4827,0.9974
5112,0.0017
5062,0.99693114
9605,0.0017
251,0.9974
2321,0.0017
6841,0.0017
2064,0.9974
5696,0.0017
7280,0.9974
2340,0.9974
9537,0.9974
6078,0.9846751
3276,0.0017
2761,0.99438983
583,0.0017
10182,0.0017
6938,0.9974
2124,0.9959912
1063,0.0017
7672,0.0017
479,0.9974
812,0.9974
8767,0.9974
4120,0.0017
3863,0.0017
5933,0.0017
8606,0.0017
3183,0.0017
184,0.0017
7605,0.0017
547,0.9955947
12057,0.9974
12384,0.0017
10542,0.9974
1371,0.0017
3330,0.0017
10284,0.9974
3548,0.0017
6993,0.01400416
7366,0.0017
1982,0.0017
6158,0.0017
8965,0.9974
3235,0.9974
6104,0.9776093
4027,0.9974
8433,0.9974
8271,0.9974
11416,0.9974
2080,0.9974
1662,0.9974
12353,0.0017
8811,0.9974
861,0.9974
3162,0.9974
6963,0.9974
11609,0.0017
9091,0.0017
10556,0.9974
5368,0.0017
11101,0.9974
3399,0.9974
578,0.0017
7238,0.9953288
7636,0.0017
8547,0.9974
745,0.9974
4316,0.9974
10088,0.0017
10576,0.0017
6391,0.9974
6769,0.0017
1273,0.9974
1511,0.0017
8425,0.0017
9850,0.9974
8281,0.9974
7295,0.0017
6810,0.0017
4004,0.0017
1852,0.0017
3594,0.0017
10460,0.0017
1598,0.0017
7056,0.0017
8850,0.9974
12422,0.9974
8644,0.0017
7769,0.9974
11577,0.0017
8526,0.0017
9371,0.0017
4362,0.9974
3356,0.9974
2537,0.9974
264,0.0017
610,0.9974
11642,0.9974
8716,0.0017
10637,0.0017
4821,0.9974
6122,0.0017
1537,0.9974
278,0.0017
4376,0.0017
9088,0.0017
4325,0.9920747
10048,0.9974
9669,0.9974
2175,0.9974
11879,0.9974
99,0.0017
2270,0.0017
6200,0.9974
8751,0.0017
9305,0.0017
11870,0.9974
8214,0.0017
1783,0.0017
4455,0.0017
11548,0.9974
6363,0.9974
5628,0.9974
2879,0.9974
12127,0.0017
10985,0.9974
11580,0.9974
10219,0.0017
5750,0.0017
10482,0.0017
6820,0.9917848
12288,0.0017
3311,0.0017
433,0.9974
5880,0.9974
10619,0.0017
9747,0.9974
4013,0.0017
4585,0.0017
8836,0.0017
1036,0.9974
6580,0.9974
685,0.9974
862,0.9974
9864,0.0017
10838,0.9974
7665,0.9974
8995,0.7826447
7965,0.0017
9592,0.0017
90,0.0017
7447,0.0017
4080,0.9974
7693,0.0017
2137,0.0017
12498,0.9974
6642,0.0017
4961,0.0017
6370,0.0017
10530,0.0017
475,0.9974
7840,0.992164
2176,0.99441826
10707,0.9974
6616,0.0017
10294,0.0017
11410,0.0022303085
4940,0.9974
3768,0.9974
3453,0.0017
3124,0.9974
1772,0.0017
3671,0.0017
12099,0.8252415
10122,0.0017
8562,0.9974
424,0.9974
9067,0.9974
9661,0.9974
3674,0.9974
3193,0.0017
3756,0.9974
582,0.9974
5331,0.9974
1159,0.0017
1910,0.9974
711,0.0017
3056,0.0017
12174,0.9974
10297,0.9974
5495,0.9957429
6183,0.9974
5827,0.9974
11480,0.0017
5388,0.9974
2995,0.0017
9039,0.0017
4757,0.98825896
1993,0.0017
8062,0.0017
5767,0.0017
7382,0.0017
76,0.9974
468,0.0017
6766,0.9938235
10354,0.9314824
2697,0.9974
2689,0.9961141
4052,0.0017
8634,0.9974
3411,0.0017
7145,0.0017
5236,0.9974
4888,0.0017
5082,0.0017
4820,0.9974
73,0.9974
4786,0.9974
598,0.0017
1665,0.0017
3108,0.0017
11806,0.9974
5389,0.0017
7891,0.9974
7284,0.0017
10792,0.0017
528,0.9974
616,0.9974
1559,0.0017
2034,0.0017
4562,0.9974
4694,0.0017
6459,0.0017
7044,0.0017
3739,0.9974
11922,0.9974
3786,0.0017
762,0.0017
7982,0.9974
97,0.9974
501,0.9972453
5255,0.0017
8940,0.96761966
6086,0.9974
379,0.9974
1317,0.9974
7739,0.0017
7869,0.9974
4931,0.9974
5451,0.9974
8171,0.0017
4968,0.0017
3546,0.9974
2354,0.0017
2692,0.99501616
310,0.0017
8987,0.9974
2855,0.9974
3704,0.0017
10914,0.9974
3259,0.0017
2524,0.0017
4567,0.9974
10034,0.9974
5135,0.9974
212,0.9974
2305,0.9974
3044,0.9974
8428,0.0017
3898,0.0017
7611,0.0017
1300,0.0017
10300,0.9974
6171,0.0017
8164,0.9974
593,0.9974
5708,0.9974
3813,0.9974
3530,0.9974
11830,0.0017
4133,0.0017
8407,0.9974
5307,0.9974
3860,0.99345374
7575,0.0017
5770,0.0017
7522,0.0017
5681,0.0017
7219,0.9974
6486,0.0017
8073,0.0017
12100,0.0017
418,0.9974
2075,0.0017
3332,0.0017
2130,0.0017
6535,0.0017
3209,0.9974
5006,0.0017
5170,0.0017
10262,0.9974
11281,0.9974
8488,0.9974
789,0.9965378
4246,0.9974
11319,0.9974
10793,0.0017
1752,0.0017
3882,0.9974
7333,0.0017
7777,0.0017
9853,0.0017
2167,0.0017
6808,0.0017
5278,0.9974
3185,0.0017
10274,0.0017
6676,0.9974
7594,0.9974
11937,0.0017
4063,0.9972158
9664,0.9974
10065,0.0017
2994,0.0017
7919,0.0017
1841,0.9974
744,0.9974
5267,0.0017
7058,0.0017
11588,0.0017
7870,0.0017
12456,0.9974
852,0.0017
2670,0.0017
6974,0.9974
11356,0.9974
1657,0.0017
6034,0.0017
7506,0.0017
2852,0.0017
2547,0.9974
10165,0.9974
6406,0.9974
2116,0.0017
106,0.9974
8426,0.0017
10593,0.9974
1124,0.0017
10754,0.0017
586,0.0017
428,0.0017
9612,0.9974
8747,0.0017
7888,0.0017
7675,0.0017
2465,0.9974
7617,0.0017
11565,0.0017
8301,0.9974
42,0.9974
1488,0.0017
4640,0.9974
6572,0.9974
3999,0.9974
7387,0.0017
12094,0.9974
2246,0.9974
4549,0.0017
7519,0.9974
2433,0.9974
5343,0.9974
5822,0.0017
11962,0.0017
1079,0.9942253
6283,0.9974
5146,0.9974
6357,0.0017
8733,0.9924677
5702,0.0017
8681,0.0017
5053,0.0017
1790,0.0017
9667,0.9974
6489,0.0017
12243,0.0017
9456,0.9974
11497,0.9974
11479,0.0017
6300,0.0017
2249,0.9974
8587,0.0017
111,0.9974
9409,0.9974
506,0.0017
2937,0.0017
3908,0.99632263
371,0.9974
2111,0.9974
8471,0.0017
3331,0.9974
7261,0.9974
6006,0.0017
684,0.9974
7372,0.9974
4661,0.0017
1341,0.0017
6902,0.9974
2511,0.9974
8784,0.9974
8238,0.9974
10659,0.9921002
11372,0.0017
8571,0.9974
6888,0.0017
4843,0.9974
5375,0.9974
7743,0.0017
6608,0.9974
1784,0.0017
7338,0.9974
8752,0.0017
2503,0.0017
1472,0.0017
6619,0.9974
12116,0.0017
9267,0.0017
8678,0.0017
6004,0.9974
5516,0.9974
5162,0.9974
4453,0.0017
2747,0.0017
11076,0.0017
10613,0.0017
142,0.9974
6742,0.9846646
10245,0.9974
341,0.0017
4973,0.9974
4047,0.0017
11791,0.9974
8740,0.9974
5360,0.0017
607,0.9974
441,0.0017
3362,0.9974
9796,0.0017
5803,0.0017
11033,0.9974
5809,0.9974
5705,0.99674726
7136,0.9974
1926,0.0017
7147,0.0017
49,0.9974
10175,0.0017
12170,0.9974
4157,0.0017
11316,0.9974
12086,0.9974
920,0.0017
6563,0.0017
2763,0.9974
9065,0.0017
5246,0.0017
1236,0.9974
5011,0.9974
6514,0.9974
9833,0.9974
3767,0.0017
8645,0.9974
3606,0.9974
3434,0.9974
5374,0.0017
9396,0.9974
4031,0.9961732
10428,0.9974
1402,0.9974
7625,0.9974
6453,0.9974
6562,0.0017
12407,0.9974
8720,0.9945386
10738,0.93651944
5734,0.0017
10777,0.9974
3446,0.9974
7657,0.0017
7914,0.9974
11415,0.0017
478,0.0017
11031,0.0017
2631,0.0017
7252,0.9974
3983,0.0017
11613,0.9974
11081,0.9974
7714,0.0017
9764,0.9974
787,0.024777614
559,0.9974
8972,0.0017
11444,0.0017
2957,0.0017
12222,0.9974
4511,0.99710506
5520,0.9974
10630,0.0017
11899,0.0017
5656,0.9974
1801,0.9974
3249,0.0017
9480,0.9974
5609,0.0017
6082,0.9974
897,0.0017
9560,0.9974
6160,0.9974
12397,0.0017
8584,0.0021402966
4737,0.9974
5448,0.9974
2060,0.9974
2668,0.0017
10035,0.9974
319,0.9974
2367,0.0017
12113,0.9974
6968,0.0017
10021,0.0017
10125,0.0017
4205,0.0017
11784,0.0017
676,0.9974
10003,0.9974
7694,0.9974
4874,0.9974
4203,0.9974
3490,0.9974
10019,0.0017
4461,0.0017
4057,0.9974
7523,0.9974
8960,0.9934877
9889,0.9967608
1310,0.0017
2338,0.0017
3784,0.9974
5745,0.0017
227,0.9974
5262,0.0017
7484,0.9974
9608,0.9974
8143,0.9974
4897,0.9974
1845,0.9974
2239,0.0017
4577,0.9974
5821,0.9974
10336,0.0017
10166,0.9974
1340,0.9974
2227,0.0017
7204,0.0017
4690,0.0017
979,0.9974
5481,0.9974
2573,0.9974
7472,0.0017
4335,0.9974
2451,0.9974
10825,0.9974
4250,0.0017
11997,0.9974
10810,0.0017
3497,0.9974
1994,0.9974
7428,0.0017
8637,0.9974
3383,0.9974
9449,0.9974
6560,0.9882035
4586,0.9974
7471,0.0017
7953,0.0017
5927,0.0017
1882,0.9974
8092,0.9974
937,0.0017
12223,0.0017
6858,0.9974
11010,0.9974
3823,0.9974
5044,0.0017
6046,0.9974
781,0.9974
11667,0.0017
4417,0.9974
6652,0.9974
3792,0.9974
7414,0.0017
623,0.0017
3292,0.9974
2677,0.9974
11933,0.0017
4421,0.9974
8339,0.9974
4854,0.9974
2576,0.0017
1242,0.9974
9417,0.9974
2090,0.0017
893,0.9974
6926,0.9974
12171,0.0017
2796,0.9974
8921,0.0017
1639,0.9974
10266,0.0017
6802,0.9974
6793,0.002667953
3906,0.0017
7980,0.0017
48,0.9974
236,0.9974
1241,0.9974
8546,0.0017
9476,0.9974
7812,0.9974
2905,0.99309605
9024,0.0017
1644,0.9974
9023,0.9974
7993,0.99671257
6472,0.0017
4000,0.0017
7646,0.0017
2369,0.0017
9600,0.0017
10286,0.0017
6901,0.9974
8962,0.0017
9035,0.0017
7922,0.9974
11633,0.0017
3322,0.0017
10124,0.9974
8093,0.0017
1876,0.9974
4993,0.9974
671,0.0017
3984,0.9974
75,0.0017
2617,0.9974
11750,0.0017
4713,0.9974
3206,0.9974
4314,0.9974
9613,0.9974
512,0.0017
825,0.0017
1390,0.0017
7685,0.0017
3437,0.9974
9343,0.9974
5587,0.9974
5252,0.0017
4199,0.99098855
1998,0.9974
156,0.0017
6610,0.9974
859,0.0017
1173,0.9974
8102,0.9974
5758,0.0046719103
6735,0.9974
4669,0.9974
11058,0.0017
1060,0.0017
390,0.0017
11687,0.0017
7002,0.99713445
502,0.0017
10725,0.9974
64,0.0017
3479,0.9974
4635,0.9974
1747,0.0017
4208,0.9974
1730,0.9974
3717,0.9974
12473,0.0017
6852,0.9974
1087,0.99426115
2543,0.9974
2947,0.0017
4495,0.0017
12481,0.0023759105
9801,0.0017
11287,0.0017
4210,0.9974
2163,0.9974
387,0.0017
2145,0.99729264
12236,0.0017
9056,0.0017
140,0.0017
10280,0.9974
5485,0.9974
3384,0.99180335
5085,0.0017
2241,0.9974
9460,0.9962088
199,0.99171865
1588,0.0017
7872,0.0017
8007,0.0017
7719,0.9974
3644,0.0017
26,0.9946232
7404,0.9974
4474,0.0017
12001,0.9962747
11449,0.9974
3021,0.9974
8638,0.9974
1138,0.0017
1318,0.9974
3132,0.0017
2506,0.9974
3136,0.9974
7205,0.0017
12042,0.0017
9735,0.0017
2103,0.9974
6806,0.9771131
3944,0.0017
3337,0.99533117
12159,0.0017
9925,0.9974
9148,0.9974
7262,0.0017
12026,0.9974
12023,0.9974
7896,0.9974
2456,0.9904643
10060,0.9974
7426,0.0017
4841,0.0017
1350,0.9974
5926,0.0017
8379,0.9974
4406,0.9974
5479,0.9974
10413,0.0017
8643,0.9972325
6516,0.9938427
3197,0.0017
1911,0.9974
4789,0.0017
4535,0.9866268
925,0.0017
4181,0.0017
3421,0.9974
4297,0.9974
10277,0.9864835
7496,0.99532574
1832,0.9974
943,0.0017
9122,0.0017
1689,0.0017
8348,0.0017
11911,0.0017
2676,0.0017
725,0.9974
7251,0.98686033
11463,0.0017
7632,0.0017
11751,0.0017
5946,0.9974
1800,0.9974
7208,0.0017
3414,0.9974
9872,0.0017
7485,0.0017
11903,0.0017
2504,0.9974
10523,0.9974
11279,0.9974
754,0.0017
7071,0.0017
884,0.9974
6964,0.0017
9774,0.9974
9836,0.9974
4130,0.9974
7090,0.0017
3427,0.9974
12401,0.9974
10322,0.9974
10176,0.99458426
11801,0.9974
5962,0.0017
9882,0.9974
5153,0.0017
10677,0.0017
6849,0.9974
4954,0.9974
7934,0.9974
737,0.0017
10917,0.0017
112,0.9974
652,0.9974
3754,0.9974
3397,0.0017
746,0.9974
6559,0.0017
3995,0.0017
10388,0.0017
1140,0.0017
11720,0.9974
9069,0.9974
12058,0.0017
6967,0.9974
5094,0.9974
5947,0.0017
7017,0.9974
11064,0.0017
3037,0.9974
3041,0.9974
11000,0.0017
4319,0.9974
2379,0.0017
3483,0.0017
5058,0.0017
2818,0.0017
11232,0.9974
10447,0.9974
8719,0.9974
7027,0.0017
8361,0.9974
11143,0.9974
2998,0.9974
11238,0.9974
8717,0.0017
5219,0.0017
8044,0.0017
3390,0.0017
8332,0.9974
6441,0.0017
5167,0.0017
4138,0.9974
3010,0.0017
6079,0.99707556
9473,0.9967513
7708,0.0017
764,0.0017
11883,0.9974
5050,0.0017
1353,0.9974
6958,0.9974
10148,0.9927341
659,0.0017
7921,0.97795177
12265,0.0017
3341,0.0017
7084,0.0017
4817,0.0017
2324,0.9974
9489,0.9974
9422,0.0017
6840,0.9974
9089,0.0017
8551,0.9974
10421,0.9974
4922,0.0017
10469,0.0017
10134,0.9974
9569,0.9974
3306,0.0017
3303,0.9974
5018,0.0017
12025,0.0017
7079,0.9974
8106,0.0017
3435,0.9974
7454,0.9974
9965,0.9974
3205,0.0017
4937,0.9974
5345,0.0017
6745,0.99117416
9773,0.0017
1736,0.0017
9802,0.0017
3328,0.9974
5807,0.9974
7487,0.9974
3270,0.0017
10488,0.9974
494,0.0017
12017,0.9974
3164,0.0017
3248,0.9974
10639,0.9974
9724,0.0017
9375,0.9974
2499,0.0017
11276,0.0017
6784,0.0017
5775,0.0017
9003,0.9974
12364,0.9974
9306,0.0017
10009,0.0017
4268,0.9974
11462,0.0027997058
6312,0.0017
6689,0.0017
12076,0.9974
5986,0.0017
12199,0.9974
6543,0.0017
5037,0.0017
8553,0.0017
12196,0.99013525
12246,0.9957508
7198,0.9974
10341,0.0017
11094,0.0017
3554,0.9974
11209,0.0017
6998,0.0017
4910,0.0017
654,0.9974
11063,0.9974
6062,0.0017
3880,0.0017
1804,0.0017
10716,0.0017
485,0.9974
5544,0.0017
12391,0.9974
4390,0.9974
11157,0.9974
1971,0.0017
9332,0.0017
7598,0.0017
2902,0.0017
11889,0.0017
12032,0.0017
3825,0.0017
3890,0.0017
8766,0.0017
1168,0.0017
5413,0.9974
7319,0.9974
6460,0.9974
8139,0.9972179
10712,0.9974
8669,0.0017
12097,0.0017
1957,0.0017
122,0.0017
11591,0.0017
3876,0.006813509
6296,0.0017
7687,0.0017
3924,0.9974
1005,0.0017
2877,0.9974
4554,0.9974
4626,0.9974
3707,0.9974
7515,0.0017
6443,0.9974
12052,0.99436814
9248,0.9974
6252,0.0017
804,0.0017
6663,0.9974
2938,0.0017
8844,0.0017
2803,0.0017
2407,0.0017
4219,0.9974
2507,0.9974
919,0.0017
8617,0.0017
3163,0.0017
5356,0.0017
7967,0.9974
2388,0.9974
6419,0.0017
11670,0.9974
6867,0.0017
5620,0.9974
9458,0.9974
11374,0.0017
1067,0.9974
6038,0.9974
7614,0.0017
5039,0.0017
6942,0.0017
2086,0.9974
10899,0.9974
2542,0.0017
9005,0.0017
3714,0.0017
4601,0.0017
9462,0.0017
3650,0.9974
12404,0.0017
11520,0.9974
5274,0.9974
5119,0.0017
10363,0.0017
4479,0.0028258692
2004,0.9974
3907,0.9974
11843,0.9974
10891,0.0017
155,0.9974
3632,0.9974
7112,0.98618096
4008,0.0017
11022,0.0017
2360,0.0017
8577,0.0017
3171,0.0017
1679,0.0017
2714,0.9974
7207,0.0017
8647,0.0017
948,0.0017
10931,0.0017
5616,0.0017
4588,0.9974
11424,0.0017
3153,0.0017
9254,0.9974
12471,0.9974
2009,0.9974
12464,0.9974
5512,0.9974
2160,0.9974
415,0.9974
5765,0.9974
3374,0.9974
9477,0.9974
8626,0.2306546
4087,0.0017
9041,0.0017
2711,0.0017
9561,0.0017
5109,0.0017
1185,0.0017
8755,0.99238074
6724,0.0017
4875,0.96550804
11702,0.0017
11375,0.0017
9581,0.0017
4082,0.9972071
7321,0.9974
2096,0.0017
10517,0.99736553
726,0.0017
8337,0.9974
10946,0.9974
12375,0.9974
5585,0.9974
3316,0.0017
8934,0.0017
6606,0.9974
8462,0.0017
1567,0.0017
2376,0.9974
9351,0.0017
7681,0.9974
9383,0.0017
8725,0.9974
7375,0.9974
11680,0.0017
881,0.0017
9948,0.0017
9993,0.0017
11353,0.0017
10062,0.0017
2469,0.9974
1634,0.9974
4723,0.9974
955,0.99013525
10144,0.9974
3272,0.9974
1797,0.9974
4768,0.0017
2939,0.9974
1733,0.9974
3107,0.0017
7602,0.0017
8270,0.0017
4530,0.0017
2426,0.0017
6008,0.0017
3658,0.9974
2401,0.0017
8395,0.9974
3795,0.9974
6895,0.9974
11151,0.9974
5568,0.9974
6996,0.9963587
9530,0.9974
1738,0.0017
7608,0.9974
414,0.0017
6877,0.0017
10790,0.029832345
4718,0.9974
3394,0.0017
69,0.9974
1338,0.0017
779,0.9974
10384,0.9974
9754,0.0017
3065,0.9974
2705,0.0017
9293,0.0017
2950,0.9974
10171,0.0017
5131,0.0017
495,0.9974
1465,0.0017
7224,0.0017
10020,0.0017
8112,0.0017
1473,0.0017
3507,0.9974
2178,0.9974
3607,0.0017
7537,0.9974
4840,0.9974
12037,0.9974
11177,0.0017
6679,0.9974
1327,0.99693197
11253,0.9974
9559,0.9974
8544,0.9974
8641,0.0017
7994,0.0017
2835,0.9974
11814,0.99498314
7221,0.0017
4444,0.0017
10687,0.0017
1833,0.0017
8598,0.0017
5995,0.9973726
11681,0.9974
8554,0.0017
1377,0.9974
8492,0.0017
10889,0.0017
7583,0.0017
9105,0.9974
11216,0.0017
6466,0.9974
1102,0.0017
12033,0.9974
3085,0.9974
1001,0.0017
2084,0.9974
7000,0.9960683
2293,0.0017
1221,0.0017
11768,0.0017
1871,0.9974
11623,0.9974
11093,0.9974
10586,0.0017
12476,0.9974
7128,0.0017
11136,0.0017
3679,0.0017
11221,0.0017
2893,0.0017
2895,0.9974
5231,0.9974
2815,0.0017
12000,0.0017
3451,0.0017
7803,0.9974
11428,0.9974
2258,0.9974
10675,0.0017
6771,0.9974
2669,0.0017
2406,0.9974
2972,0.9974
9937,0.9918805
7531,0.99257296
5876,0.0017
1812,0.0017
6332,0.9974
1907,0.0017
5288,0.9974
9767,0.0017
2195,0.0017
841,0.0017
1069,0.0017
9978,0.0017
3097,0.0017
11249,0.9974
3753,0.0017
197,0.9974
12155,0.99315417
10847,0.9974
9961,0.0017
5791,0.0017
6571,0.0017
3081,0.0017
3294,0.9929918
3694,0.0017
8777,0.0017
6668,0.9974
645,0.0017
6515,0.0017
11304,0.9974
840,0.0017
292,0.9974
2894,0.9962688
1333,0.9974
2739,0.9974
5550,0.9957022
4553,0.0017
10788,0.9974
7020,0.0044185487
1968,0.9974
2483,0.9974
5967,0.0017
1989,0.9974
11168,0.0017
2758,0.0017
3000,0.9974
10697,0.9974
2887,0.0017
11763,0.9974
9438,0.0017
124,0.0017
1932,0.9974
3333,0.0017
2709,0.9974
6930,0.0017
666,0.0017
10982,0.9972126
6789,0.0017
6247,0.0017
2014,0.0017
7291,0.9974
3422,0.9974
3758,0.9974
2764,0.0017
8431,0.0017
9336,0.9974
7397,0.0017
952,0.0017
3027,0.0017
5220,0.9974
436,0.0017
3809,0.9974
1591,0.9974
6002,0.0017
5365,0.0017
7413,0.9974
6768,0.0017
8412,0.9974
571,0.93310416
2679,0.9974
240,0.9974
1091,0.99710506
6946,0.0017
9455,0.0017
3445,0.9974
10800,0.0018833176
10690,0.0017
7707,0.9967968
5772,0.9974
12169,0.0017
11589,0.9974
1080,0.9974
6417,0.0017
3147,0.9974
1288,0.0017
1672,0.99648535
3430,0.9974
11361,0.0017
12339,0.0017
959,0.0017
5615,0.0017
3410,0.9974
8831,0.9974
8521,0.0017
1208,0.0017
5503,0.9974
1741,0.0017
1714,0.9974
6647,0.0017
9245,0.9938676
6603,0.0017
11876,0.0017
2202,0.9974
2672,0.0017
10962,0.9974
4161,0.9974
2099,0.9974
1542,0.9974
4630,0.9974
10895,0.9974
3570,0.9974
1491,0.0017
10774,0.0017
11998,0.9974
3187,0.9974
6212,0.0017
4344,0.9974
10843,0.0017
7601,0.9974
8848,0.0017
3868,0.0017
1656,0.0017
